grupo,n_filas,co2_real_medio,co2_pred_medio,mae,rmse,r2,error_relativo_pct
ARTEON,206,124.9368932038835,128.40724182128906,5.7933709968640965,7.143180866119024,0.8895006840800449,4.637037826296786
ALTEA XL,859,129.19906868451687,125.99408721923828,5.775069137946274,11.429072107744128,0.28539999505140545,4.46989997431642
A3,666,114.40990990990991,115.9936294555664,5.753814250499278,10.038558539009456,0.6028513213468916,5.029122263123901
NOTE,101,121.76237623762377,124.19071197509766,5.750624628350286,11.435608095865144,0.6671541878017457,4.722825560769059
KTM 300 EXC TPI,139,65.51079136690647,71.25469207763672,5.743903070902653,5.872616791449935,-40.78175697181493,8.76787312602096
Q3,3179,135.96508335954704,135.88087463378906,5.734294286573709,7.037671402614912,0.7453653167172165,4.2174756524878525
ASX 160 DI-D MOTION,136,119.0,113.2839126586914,5.716081170474782,5.733181735544731,0.0,4.803429555020825
COMPASS,1107,135.1521951219512,132.3793487548828,5.689451880588549,9.883655675757565,0.9205160019306139,4.2096629473571
CLIO 1.5,225,112.33777777777777,110.99850463867188,5.668543192545573,12.123972513049159,-3.4739499735427284,5.045981240397033
B 200 CDI,101,122.24752475247524,123.14141082763672,5.662897695409189,7.412047683301538,0.755482768470269,4.632320946273007
"TUCSON,IX35",3464,133.4890300230947,134.56988525390625,5.657068545493463,8.839168366331448,0.736645176528582,4.23785276176982
DS 7 CROSSBACK BLUEHDI,210,122.66666666666667,122.18775177001953,5.634870474679129,6.889916971528573,0.8053734677345655,4.593644408705812
E 220 D,238,116.4453781512605,121.6179428100586,5.60978964797589,7.606875359432902,0.5860455524392206,4.8175288165485375
I30,1604,123.78678304239402,123.38139343261719,5.580975408863249,9.837733949274334,0.5096647755359119,4.508539014986679
NISSAN NOTE,346,102.83236994219654,107.90611267089844,5.571476159068201,6.5349045879024095,0.6353809788598694,5.418017850021354
IX35,1187,144.318449873631,139.3706512451172,5.555775720327967,8.018688654176504,0.3622588274609527,3.8496642149307645
CITAN,787,119.80559085133417,121.2879867553711,5.509944033592447,7.334813246669957,0.420499473378968,4.599070873436695
CLA 200 D,419,116.5871121718377,117.86640167236328,5.49573877375564,7.381039024112888,0.7570653207827287,4.713847586906066
VESPA PRIMAVERA 125 AB,475,60.282105263157895,54.80253219604492,5.479571701852898,6.17277836592327,-187.1435826433248,9.089881114689275
GRAND C-MAX,223,124.5964125560538,124.70867919921875,5.4695287798552235,7.094040511442082,0.6154242076808074,4.389796357414846
RAPID,708,108.85310734463278,107.05619049072266,5.44244153082034,6.3605420632593175,0.08851388919761816,4.99980355506929
TOURAN,3278,135.88651616839536,135.55487060546875,5.44001342698959,8.21662055520339,0.7752971080895452,4.0033504282707
MITSUBISHI ASX,167,138.34730538922156,138.17027282714844,5.429194924360264,6.415435125375232,0.2371294622987492,3.924322854779103
SH125D,155,52.63225806451613,47.212039947509766,5.420215902020854,14.657986387575948,-1.5816021420511563,10.29827733284178
CB500FA,269,80.57992565055763,85.96942901611328,5.391379090489951,5.891735149402908,-29.562056859147624,6.690722344259996
Z650,180,105.9888888888889,100.70970916748047,5.373826641506619,5.744218394074988,-13.209578614839614,5.07017924033542
JAGUAR F-PACE,293,147.05460750853243,149.77464294433594,5.357703381430981,7.911932775780907,0.8854729105374477,3.6433427501549827
KTM 125 DUKE,322,53.453416149068325,54.063228607177734,5.339524891065515,6.016461916969485,-3.528592152415297,9.989118143871112
MAZDA CX-30,1425,132.18877192982455,130.6685791015625,5.336570552357456,6.854890627403905,0.5664337068099807,4.037083085385268
JUMPY TALLA M BLUEHDI,261,147.1494252873563,146.9509735107422,5.306577105175033,6.775435395029155,0.8286951741353241,3.6062506495096693
CZD300-A,236,70.50847457627118,75.79801940917969,5.30131301233324,5.479455171710422,-9.752575851352614,7.518689128068779
PUNTO,104,120.99038461538461,121.70451354980469,5.293785168574407,7.858968556190666,0.2907807173231407,4.375376758576956
NUEVO C3 AIRCROSS PURE,571,115.7723292469352,115.27706146240234,5.292898575604067,6.347083894894971,0.07775502549952085,4.571816607675434
CLA 200,167,133.7125748502994,137.25601196289062,5.290677190540793,7.271807929022429,0.34020543234323286,3.956753653472066
NUEVO C4 HYBRID 145 Ë-,194,106.06701030927834,111.35492706298828,5.287918877355831,5.3056335502316285,-449.252397786915,4.985451048291934
I10,2410,116.05809128630706,114.23259735107422,5.279138900630207,13.972025870124426,0.061682410010201805,4.548703879341723
118I,382,128.5628272251309,127.1075668334961,5.26457557877945,7.131166597121933,0.35233525924888276,4.094943843729001
WW125EX2,513,47.91228070175438,42.87981033325195,5.225682412904141,9.03815478320077,-19.73477327224012,10.906770323527502
SX4,310,129.49032258064517,126.49495697021484,5.196237182617187,8.580045752459624,0.6518776076421922,4.012838240773574
TOYOTA AVENSIS,310,124.67096774193548,126.86300659179688,5.159224577872984,7.56390335887503,0.6641461671599449,4.138272663891081
FIAT 500X,885,130.87118644067797,131.12835693359375,5.157217536538334,5.936082238922056,0.8672779663771354,3.9406821904805045
CZD300D-A,117,71.43589743589743,76.49297332763672,5.156859373434996,5.747436760269332,-4.0404532088204315,7.2188627266319045
R 1200 GS ADVENTURE,121,115.13495867768596,109.98296356201172,5.151999277162157,7.8501966086013075,-28.076400637993785,4.47474801427158
CORSA,3439,115.01017737714452,116.64897155761719,5.140063680441929,8.123958804990748,0.5856515908614337,4.4692250700444465
JAZZ,295,110.66440677966102,114.2764663696289,5.1204482514979475,6.288905811785321,0.5987813282158858,4.627005557164413
NISSAN PULSAR,816,106.27328431372548,111.3853759765625,5.11209275675755,5.951082879760145,0.7473117744946792,4.810327251829658
MILER 125,258,59.616279069767444,54.88341522216797,5.104074833004973,5.738013409273288,-31.79620271480949,8.561545458132
NUEVO C3 PURETECH 110,238,120.74789915966386,117.51402282714844,5.100822961630941,6.7581415052508484,0.6601928080018773,4.224357522681342
"I20, I20 ACTIVE",2605,115.17811900191938,113.96600341796875,5.096306872230573,6.426370610944751,0.3269372571967022,4.424717920723854
GLA 200 CDI,195,115.26153846153846,111.42840576171875,5.095721318171575,5.867838169831586,-0.6305729042602202,4.421007550469199
NUEVO C4 PURETECH 130,917,121.4525627044711,125.67112731933594,5.0588028969135515,5.371988859604695,-0.31426785639942123,4.165250023766949
420D,332,121.64156626506023,119.8016128540039,5.056239897946277,6.566476197298475,0.525294668635341,4.1566711554244495
XP560D,248,112.18145161290323,107.16239929199219,5.019058719758065,5.339524721878107,-54.746662972919765,4.4740539969806985
LEON FR,181,113.17127071823204,116.11494445800781,4.972761206863994,5.292936900209568,0.6486866800622515,4.394013759238346
TOYOTA VERSO,1068,138.90262172284645,136.59243774414062,4.967534175972814,7.6749007824245075,0.7868641352941061,3.576270997882658
NUEVO C3 BLUE HDI 100,162,113.3395061728395,108.41944122314453,4.961786152404032,5.875600385609768,-1.5486965859478143,4.377808162352013
DL650,174,98.09770114942529,101.76697540283203,4.96038450043777,5.8092595619403555,-2.0562353507565376,5.056575681505489
N.A.,522,63.88522605363984,59.33832550048828,4.955913627536818,8.381703005696512,-0.2962391282289718,7.757526948993955
NISSAN MICRA,2405,109.51725571725572,110.97747039794922,4.951165365429281,6.257164339899702,0.6449127208541885,4.520899773284921
RIFTER ACTIVE PACK BUS,111,153.75675675675674,149.07215881347656,4.9480879500105575,5.1282676512884615,-3.2527176638733213,3.218127160316236
X3 SDRIVE18D,115,134.97391304347826,130.94041442871094,4.939328467327615,5.6519322736786695,0.4494766966205228,3.659468971412677
IONIQ,585,83.52478632478632,86.5570068359375,4.937269514034956,5.35142777590125,0.9240201131634801,5.911142944845584
FOCUS,7147,115.40884287113474,116.09759521484375,4.932828644063568,7.136792324016494,0.7899372529628716,4.274220693445089
X3 XDRIVE20D,688,144.15406976744185,143.71153259277344,4.92688678031744,6.585323279572168,0.525428704216717,3.4177923580415
A3 SPORTBACK,3373,113.67714201008005,112.9817886352539,4.924628014879767,6.163603831740413,0.6648992671699876,4.332118073871955
3008 ALLURE PACK PURET,139,141.7841726618705,136.86692810058594,4.917248513201158,5.481353226926362,-2.0854892666368157,3.4681223022882124
LTS125-C,303,42.98019801980198,47.08027267456055,4.876976390876393,4.92755323418733,-1249.9507359268982,11.347030994667486
A6 LIMOUSINE,299,125.1304347826087,124.42304992675781,4.850011359887777,6.508319633586267,0.8399655922736937,3.875964603106979
VESPA GTS,176,69.44318181818181,64.62089538574219,4.8222902688113125,5.094476204373927,0.5129929892549152,6.94422424571094
AUSTRAL,925,119.96648648648649,121.86930847167969,4.81338618922878,5.731100327480172,0.8927549213005739,4.0122757031572975
A3 LIMOUSINE,527,112.13092979127134,111.17082977294922,4.801545376569542,5.891496507694621,0.5917501621699999,4.282088256565327
207+ 5P HDI 68,155,110.0,105.19953155517578,4.8004668697234125,4.958371590908029,0.0,4.364060790657648
CLA 220 CDI,102,113.24509803921569,110.22420501708984,4.788346982469745,5.773567797722506,-1.9750269919741434,4.228303975516527
CLA 200 CDI,148,111.71621621621621,110.73450469970703,4.777453757621147,5.569698120804042,-0.19373133390337016,4.276419233869177
NIRO,2648,93.44564199395771,95.75947570800781,4.766482136602488,5.537209139144011,0.9215676569120637,5.100807308820987
208 5P ACTIVE VTI 82,117,104.0,108.75780487060547,4.757806305192474,4.7967933844358495,0.0,4.574813754992764
ECLIPSE CROSS 150T MOT,111,157.86486486486487,153.11026000976562,4.756282772029842,5.97607490624461,0.21918132443419092,3.012882427069066
2008 ALLURE PURETECH 1,586,117.85494880546075,115.27172088623047,4.733439357614355,6.2208382289699315,0.5095552478309127,4.016326344876434
NUEVO CITROËN C3 TURBO,205,127.14634146341463,122.4188003540039,4.7275504879835175,4.853863329018909,-36.848186041123455,3.718196240309308
318D,881,116.27922814982973,113.75836944580078,4.72492033561161,6.259238040235015,0.33159696194031385,4.063425953880077
I 30,2842,119.38669950738917,121.00827026367188,4.713353239592324,7.57738034059239,0.6943884411313708,3.9479718084514115
B-MAX,133,120.38345864661655,119.544189453125,4.700123263480968,5.845863906969305,0.8556058535961145,3.9042932611515133
FIAT PUNTO,458,120.91921397379913,122.61257934570312,4.686418916460728,7.487847979872993,0.43348312145616275,3.875661081849395
CUPRA LEON,627,134.94896331738437,134.29867553710938,4.685948057037791,5.140726172806029,0.7457936720030773,3.472385368398113
TUCSON,4507,135.4120257377413,134.83319091796875,4.654035720165008,6.388555135306486,0.9596618280557249,3.436944167114591
CEE'D,1423,117.30077301475755,116.43265533447266,4.6393721949777715,6.521439211420219,0.7757585780320704,3.9551079466408074
MOKKA X,1282,137.72932917316692,136.04515075683594,4.638704564753635,6.6099481201802375,0.766769619579447,3.367986029265704
A 200,314,129.10828025477707,131.47183227539062,4.637475517904683,7.241699791208906,0.18401407761177824,3.5919272634979538
COOPER,966,121.70496894409938,124.39463806152344,4.6323439635598636,5.731979366758167,0.6783464123091185,3.8062077528548217
ASTRA NOTCHBACK,214,114.54205607476635,113.84691619873047,4.613894596278111,6.509845427377266,0.849695999780034,4.028122730105727
ONE,292,119.16095890410959,121.4680404663086,4.603990084504428,6.604831621038638,0.33110020001336715,3.863673242348881
G125,113,46.0,50.597145080566406,4.597146498418487,4.61592537296306,0.0,9.993796735692364
COUNTRYMAN COOPER SE A,122,44.532786885245905,40.62190246582031,4.594785377627513,6.023655749580942,-0.01707838604098355,10.317758440466713
ONE D,195,99.71282051282051,103.20449829101562,4.586895908453526,5.301881392935936,0.6639610653596331,4.600106470625579
S-CROSS,114,124.3157894736842,124.36155700683594,4.575186946935821,5.0602002377228406,0.2051907870204681,3.680294326493675
C3,338,107.65680473372781,107.80662536621094,4.575044665816268,8.591793576201349,0.5581911987597457,4.249656746855828
RIFTER ALLURE PACK BLU,101,138.4950495049505,135.16600036621094,4.572639163177793,4.860386334761094,0.40813386600891677,3.301662535608787
JUMPER BLUEHDI 130 6V,120,162.91666666666666,164.7571563720703,4.562593205769857,6.108542217408247,-11.824003520638845,2.8005687196541325
EXEO ST,134,142.1417910447761,140.52667236328125,4.553411853847219,9.111735857226218,-0.20659551868314185,3.2034293506354143
GLA 200,273,147.5201465201465,144.10348510742188,4.546413212032109,5.518357448887859,0.7213437476844584,3.0818930968260765
Q5,2128,148.91776315789474,147.6074676513672,4.542478011066752,7.277688356084639,0.8553155524302506,3.0503265122579415
520D,265,119.53584905660378,120.005126953125,4.541580516887161,6.508290066354931,0.5846642083146686,3.7993460143798266
GLA 200 D,1313,126.79664889565879,126.16267395019531,4.537611799392642,6.2811514760017255,0.8664344824712182,3.578652779007316
MOKKA,1430,128.8013986013986,127.54249572753906,4.529370245233283,6.832173030761335,0.7500113027946723,3.5165536200816536
SEAT LEON,1446,126.93291839557399,129.70191955566406,4.524478764619735,5.232189157222138,0.13716844164266195,3.5644644602904667
TARRACO,650,145.18,144.4940185546875,4.507582667424129,6.269273038066124,0.9354995588115307,3.1048234380934896
DUSTER,7436,129.7128832705756,126.77734375,4.494071621866621,6.88768316531593,0.7053281953841541,3.4646301188850903
Q2,2192,128.8161496350365,127.82144927978516,4.488697013715758,5.750079492980244,0.6716322374157271,3.48457629453542
XC40,1910,141.8455497382199,139.42567443847656,4.48451427639467,6.306009280739086,0.945356963147809,3.1615473905744462
MWD300,277,76.93501805054152,81.37716674804688,4.4837091494123,4.513301624082181,-334.255557429336,5.827917199508268
LOGAN,440,111.38409090909092,112.62396240234375,4.479051954096014,5.940123979534171,0.8962079469933945,4.021267236226501
N 2008 ALLURE PURETECH,183,105.76502732240438,110.1187744140625,4.476475700003202,5.039682897932662,0.2300831843693225,4.232472503748829
C-ELYSÉE BLUEHDI 100 S,239,102.4142259414226,97.9628677368164,4.459210128464958,4.856531024760084,-0.17732632021269357,4.354092497867897
CZD300-A (X-MAX 300),186,74.0,78.44055938720703,4.440545194892473,4.451319780485938,0.0,6.000736749854693
MEGANE,6378,113.61382878645344,113.79368591308594,4.417454875947241,7.3470783862245606,0.8197244123573534,3.8881313332466
OPTIMA,117,115.41025641025641,116.50838470458984,4.410208025549212,7.023221727635581,0.7779859979242646,3.821331104119513
GRAND C4 SPACETOURER B,100,114.87,118.64392852783203,4.409208221435547,4.862235173858634,0.8545266142488938,3.83843320400065
KANGOO,5612,123.65787598004276,122.17716217041016,4.409090572310955,6.946248116980906,0.664993169762477,3.5655558025455183
TOYOTA AURIS,3766,100.15108868826341,100.86392974853516,4.397086176413902,5.53606895979971,0.8991656096360542,4.3904526990221235
NUEVO C4 BLUEHDI 110 S,128,113.5625,117.9583740234375,4.395874738693237,4.472056809081973,-30.409931156662882,3.8708858458498514
C MAX,209,118.0622009569378,119.98908233642578,4.382702768134158,5.120148337540733,0.4599818925761695,3.7121980893213333
CUPRA LEON SP,158,141.2594936708861,140.14906311035156,4.376125866853738,5.144046639439146,0.9019779438584068,3.0979339888117323
CROSSLAND X,1410,111.69787234042553,112.85401153564453,4.367742616910461,5.879555576945807,0.40665910944513717,3.9103185453691887
X1 XDRIVE20D,164,131.03048780487805,133.12371826171875,4.3676028833156675,5.1031510283670265,0.37713174594807997,3.3332722456315764
IGNIS,257,110.20622568093385,109.79766845703125,4.366675350916525,5.7425561021715525,0.6178623168795176,3.9622764720740986
GOLF,11898,116.9192301227097,116.89750671386719,4.3569924560870055,11.057631999352024,0.7643174301990039,3.7264977296841852
FORMENTOR,2033,151.17609444171177,150.81834411621094,4.3524733176093005,5.6204213815218,0.9234593807494486,2.879075116792002
C4 CACTUS PURETECH 110,353,105.16147308781869,108.1131591796875,4.344438244870972,5.102485069175206,-0.2565950536945414,4.131207102094319
CC,122,123.52459016393442,123.70075225830078,4.336191146100154,5.45127073165257,0.460701405686172,3.5103869928614384
TIGUAN,7059,137.24885111205555,135.9915313720703,4.330462904061553,6.590803641359678,0.9159732917509326,3.15519064019413
V40 CROSS COUNTRY,178,107.12359550561797,106.90725708007812,4.31593327040083,7.424341891207416,0.7585707342475907,4.028928687493957
2008,144,106.123125,105.32064819335938,4.314566429985894,6.5939947349622985,0.7011341583270616,4.065623237146375
YARIS,177,106.21468926553672,109.27578735351562,4.294718639998786,6.6336226855057285,0.7160644118321164,4.0434319110626875
KODIAQ,553,138.64014466546112,138.05006408691406,4.287909564661505,5.866715046272186,0.9696494701544468,3.0928340236576046
LCG125,256,42.0,46.22581100463867,4.279107838869095,4.301575826779409,0.0,10.188351997307368
500,322,117.53416149068323,116.90092468261719,4.276509065805755,6.416733465078355,-0.33085861157063423,3.638524333323081
MAZDA2,160,108.54375,108.75456237792969,4.2753173351287845,5.80085894968323,0.3828308875859836,3.938796416310275
LEON SPORTOURER ST,103,114.30097087378641,117.47398376464844,4.2567323851353915,4.854509853133576,0.8884074004435594,3.7241436818903026
NUEVO C4 CACTUS PURETE,152,106.82894736842105,108.88735961914062,4.226833092538934,4.834957526888228,-0.09819748778482995,3.956636470414571
SPORTAGE,8506,139.64260521984482,138.64707946777344,4.220391417682073,5.871643009931783,0.9303461240740192,3.0222806363700716
SEAT ATECA,2060,144.93155339805824,143.83592224121094,4.215181235896731,4.9424583219612925,0.6596160407706294,2.9083944365928565
N208 5P ACTIVE PURETEC,212,100.4622641509434,103.96266174316406,4.208554321864866,5.162043780380514,0.6558511456598493,4.189189201968971
FABIA,4330,114.32448036951502,113.24211883544922,4.198010984248983,6.206324598382614,0.6416087038542098,3.672014052178798
NISSAN QASHQAI,11123,124.2111840330846,124.63410186767578,4.194983734004651,5.948589777497442,0.8835160640346807,3.377299529555475
CEE D,574,117.56445993031359,115.33683776855469,4.183811094702744,5.570419983089876,0.8392788263368097,3.558737986958559
X-MAX 400,101,96.0,91.8244400024414,4.175561961561146,4.243731581534973,0.0,4.349543709959527
JET 14 125 LC,102,62.0,57.84672927856445,4.15326862709195,4.2705884535509275,0.0,6.698820366277339
TRANSIT COURIER,1628,116.48341523341523,117.9146957397461,4.14121540641316,5.242492850722916,0.8414017292049127,3.5551974485936797
VITARA,1189,124.14381833473507,123.89302825927734,4.140210279203243,5.1061115102274925,0.6755158108203099,3.335011227091301
LODGY,1270,122.65354330708661,123.4718017578125,4.138419756551428,5.213775725315091,0.8888841117478418,3.374072729550179
RENEGADE,1567,128.32291001914487,125.90316772460938,4.134271011888106,5.780065539756388,0.9421294668279212,3.221771553708766
C5 AIRCROSS BLUEHDI 13,214,130.25233644859813,129.27890014648438,4.132674493522288,5.3438757081359745,0.80765681357855,3.1728217751803456
SYMBIOZ,118,104.33050847457628,108.45376586914062,4.123246661687301,5.003812850113681,-1.9019461421087422,3.9521006098538014
MG ZS,2966,144.76567768037762,142.65403747558594,4.1048218334195425,5.230312807044962,0.8756720825443685,2.835493812616562
GRAND SCENIC,453,130.82781456953643,131.0198974609375,4.071340093549514,5.005374296401751,0.8658699239515554,3.1119835693544755
C 220 D,944,117.85169491525424,118.27516174316406,4.064790661052122,5.019372138043622,0.39041182624226767,3.4490727214191232
NISSAN JUKE,4409,126.16103424812883,124.56155395507812,4.063457446618533,5.735368941891624,0.8767158661016536,3.220849821686366
RIO,3157,113.8980044345898,115.51206970214844,4.0540184284412,5.032340514293685,0.5815381639163917,3.5593410512906503
XTZ690,169,100.0,103.98905181884766,4.0528079151401855,4.607709582503188,0.0,4.0528079151401855
TALISMAN,279,107.5663082437276,108.35850524902344,4.024876447561394,4.429467625249449,0.840335210930738,3.741763116422741
A4 LIMOUSINE,1283,115.50350740452066,115.08445739746094,3.9893947907564518,5.89439254275493,0.6966618073389111,3.453916578294584
HR-V,663,123.23227752639518,124.02326965332031,3.9787823661240336,4.808552396417925,0.7417636348066092,3.228685248693725
TOYOTA AYGO,1278,97.97809076682316,99.93370819091797,3.975342981878767,5.170678900707448,0.5127234668155514,4.057379512874604
NUEVO C3 PURETECH 83 S,1090,121.7348623853211,118.48171997070312,3.966300019430458,4.083538855351421,0.5030654204613279,3.2581463860994337
NUEVO BERLINGO VAN TAL,193,120.50259067357513,123.37415313720703,3.9566413207375324,5.1136039298626494,0.8582702997808516,3.283449176172094
PICANTO,2086,110.73441994247364,111.6772232055664,3.9452688175102666,5.857411842778208,0.5183346606356637,3.562820683541602
A 250 E,221,23.93212669683258,25.613115310668945,3.9380815083085143,7.265464248746246,-1.1444778216518743,16.455209176331664
CB500XA,582,81.8917525773196,85.75534057617188,3.929870867647256,4.139824414368136,-25.94470248686908,4.798860378445066
308 5P STYLE PURETECH,168,108.79761904761905,108.61876678466797,3.9202507563999722,4.794286217227277,0.34740026948644176,3.6032505037487437
ASTRA+,1043,109.94055608820709,111.41716766357422,3.919245214270265,5.093685025932419,0.8332229960374422,3.5648766512748864
BERLINGO TALLA XL BLUE,178,124.74157303370787,126.9095230102539,3.9138176307249606,4.438597894653111,0.9033248590241165,3.1375407055892763
CZD300-A (X-MAX300),151,74.0,77.91007995605469,3.910081774983185,3.9107180790746083,0.0,5.283894290517818
A 200 CDI,188,109.17553191489361,107.85565948486328,3.9082175721513464,5.7978767577842145,0.10272549422450006,3.5797559247963613
SYMPHONY 125 ST LC E5,240,56.0,59.90784454345703,3.907843017578125,3.915969487290153,0.0,6.978291102818081
CLIO E-TECH HYBRID,384,96.33854166666667,100.18952178955078,3.9060116012891135,4.268573910611776,-0.3827612893715311,4.054464115518785
FIESTA,5079,111.5205749163221,112.33109283447266,3.905041051910815,6.616930572821971,0.689633087166536,3.5016328196307347
DS900X,280,99.0,102.63784790039062,3.8894875935145787,3.937314033377192,0.0,3.928775346984423
TOWNSTAR,208,153.75480769230768,155.55636596679688,3.888624851520245,4.761263333796762,-2.328837796716851,2.5291078112510896
COMBO LIFE,561,118.51336898395722,119.900390625,3.877647631096117,4.909587767645772,0.8519104715128725,3.271907350487203
XCEED,2085,124.00959232613909,121.27687072753906,3.8608655202303,5.277315927996354,0.9722517972295017,3.1133603843131867
C4 PICASSO PURETECH 13,137,115.71532846715328,111.85478210449219,3.860544413545706,3.8993427984277615,-73.66778780203539,3.336242885610053
LEXUS UX250H,529,110.08128544423441,113.4930419921875,3.8578136422458353,4.642726336852467,0.870841712931736,3.5045136207099867
X1 SDRIVE18I,217,135.94009216589862,135.5407257080078,3.84479491062428,4.54980925221751,0.7992482377400054,2.8283009444573333
GRANDLAND X,942,113.39065817409767,115.91651916503906,3.820732100500929,4.766844831050125,0.880002813409532,3.369529873117639
X1 SDRIVE20I,105,133.31428571428572,133.97048950195312,3.8157116117931547,4.781208428894626,0.07632233376991304,2.8621925935010806
PROACE CITY,211,142.70616113744074,142.98928833007812,3.815233311946923,4.409985829141058,0.684775583829997,2.6734888539762904
X1 SDRIVE16D,127,115.90551181102362,115.91575622558594,3.8081623588021345,4.921809120216322,0.8160538917955362,3.285574861194777
LEXUS CT200H,246,93.73577235772358,91.96952056884766,3.799252424782854,6.847559613274926,0.06841586887533257,4.053151032120136
207,547,117.96709323583181,116.42597198486328,3.7881165666597636,10.065824422960079,0.42605081374766485,3.2111637769075294
F 900 R,134,99.0,102.7673568725586,3.767366266962308,3.844761875783381,0.0,3.8054204716790987
SCENIC,557,121.88689407540394,123.61759185791016,3.742762950849276,5.048321616156258,0.8480044640251325,3.0706853097215343
A1,383,105.58746736292429,108.12432861328125,3.7400415883674323,4.7064239838784925,0.7866231073843385,3.5421264301303825
N-C4 HDI90 COLLECT,100,110.41,106.68045806884766,3.729537353515625,4.013124804326074,-3.1702712900637486,3.377898155525428
A 180,446,131.83183856502242,131.61502075195312,3.7175404672665446,4.981946111840969,0.6438618207950132,2.819910962125413
LEON ST,2426,113.23495465787305,113.68782043457031,3.709825731168969,4.906929669928295,0.8824032680224937,3.276219558154811
LEON SC,178,116.33707865168539,117.20002746582031,3.70692533857367,4.391214417127565,0.888675498867363,3.1863661882659517
SCALA,597,119.43886097152429,121.33476257324219,3.685767232872533,4.374600178961242,0.5610382845809532,3.0859028651916445
SYMPHONY 50 E5,100,53.0,56.67738342285156,3.677379570007324,3.7043918410825416,0.0,6.938452018881744
NSS750,237,85.0,88.67310333251953,3.6731034612856837,3.956242401142203,0.0,4.321298189747863
LEON,8921,113.60251092926802,113.1165542602539,3.661790809507341,5.913678003277037,0.8122760489961697,3.2233361565285037
R 1300 GS,208,110.25961538461539,113.75224304199219,3.6574810101435733,3.75655042614066,-30.232214991273167,3.3171537896130774
C 200 D,110,116.3,118.75028228759766,3.643840304287997,4.191168904605167,0.5662838888998629,3.133138696722267
TERRAMAR E-HYBRID,184,10.353260869565217,13.973930358886719,3.6206687429676885,3.7151465872110068,-39.93658767868131,34.97128864598712
GLB 200 D,169,145.37869822485206,142.04144287109375,3.614289368398091,3.9332068835594782,0.7428181643555919,2.486120327482915
R 1200 GS,240,111.59016666666665,108.8721923828125,3.612984802881877,8.055339077957317,-3.938124579864274,3.237726863222904
PARTNER FURGÓN CONFORT,243,113.38271604938272,116.0933837890625,3.6101441559968173,4.311845774649958,0.4054984611303517,3.184033935493708
DOKKER,4101,120.82101926359425,121.27161407470703,3.5969081247065073,4.929537863701109,0.8919260464505699,2.977054941788863
GLA 180,244,144.05737704918033,142.0718536376953,3.585387433161501,5.293790579125785,0.504111116844953,2.488860693289918
KAROQ,1730,133.29248554913295,133.85447692871094,3.584793390704028,4.560478279490351,0.8160338166453389,2.6894189690705685
A 200 D,1111,111.63276327632764,113.36345672607422,3.555785576574015,3.9032871932255184,0.890956709988748,3.185252673332364
AURIS,354,111.40677966101696,112.48490142822266,3.549315070028359,5.015040513567697,0.9285558925529984,3.185905813656978
C-MAX,1101,119.28428701180745,119.9654312133789,3.5416845309528626,4.574105686195474,0.8264999141185435,2.9691123782315825
IX20,673,129.76820208023773,127.086669921875,3.524438027641217,5.08593053904354,0.8427007568341948,2.7159488774160567
TOYOTA YARIS CROSS,2994,106.62825651302605,105.30330657958984,3.507022903534119,4.166849113242168,0.3247924983466359,3.2890183317455723
A1 SPORTBACK,3226,111.55951642901427,111.33566284179688,3.4997296815175707,4.385582334211011,0.8890701562854877,3.13709649659916
KA+,938,115.66950959488273,115.83175659179688,3.4997069352725423,5.175392974984834,-0.07599691186445279,3.025608864021129
116D,1140,108.44473684210526,108.78462982177734,3.4805546442667645,6.132586527033938,0.48260959709046003,3.2095191944026076
118D,879,116.76905574516496,116.15050506591797,3.437704674348625,5.489160078605308,0.6828295104482376,2.9440202735312173
208 5P ALLURE 1.2L PUR,179,102.68715083798882,104.84062957763672,3.436950299992908,3.746737828051278,0.18055569486746004,3.347011064135414
GOLF SPORTSVAN,481,115.05197505197505,113.86898803710938,3.4345040589013367,4.455546460319623,0.7383736242032906,2.9851760974549024
AGILITY CITY 125,2342,63.435525192143466,60.21179962158203,3.434132120733481,6.233834894038492,-0.3116776103200789,5.413578764157219
FIAT FIORINO,337,122.49851632047478,122.27564239501953,3.420325100952511,6.586986624333485,0.588628577755484,2.792135940654513
SUV C3 AIRCROSS PURETE,319,112.35736677115987,115.0941162109375,3.407267101132384,3.8125371330896036,0.7542927647876106,3.03252665939744
SXR 50,137,56.8978102189781,60.30120086669922,3.4033889770507812,3.5686175973521417,-137.8059275708651,5.981581653059102
YP125RA,536,56.37350746268657,54.88827133178711,3.391659599987429,10.681707500372157,-44.07929495134981,6.016406912825775
AVENGER,331,123.09667673716012,125.36019134521484,3.3822480170028086,3.7211056504048914,0.710780544546805,2.7476355224639333
POLO,8669,110.53304879455531,110.55943298339844,3.3770665780306275,5.729405695065227,0.7866063329642318,3.055255070641801
STORM,326,63.408484662576676,60.95256042480469,3.355353418642757,4.942500870252819,-3.237909443688056,5.291647382046755
I20,3112,117.86471722365039,120.54569244384766,3.3531851535591186,4.5811800247489805,0.08369824182360286,2.8449439599438313
208,322,99.3695652173913,101.43915557861328,3.3491342674871407,5.784426326371279,0.6045520750513527,3.3703823300023736
GPD125-A,1803,51.894825845812534,49.8734016418457,3.342662367868873,9.092430191003851,-679.2188757214243,6.441224752927073
ATECA,3887,125.16259325958323,124.00588989257812,3.335887748967537,4.226619185692217,0.8124281754128873,2.665243394285553
