config,cv_mae,cv_rmse,cv_r2,test_mae,test_rmse,test_r2
Con MARCA/MODELO (original),5.344456174928749,11.214588885331871,0.9176809363846374,5.2713852482305255,12.202740536157112,0.9066005045381448
Sin MARCA/MODELO (ablación),5.406264513324094,11.28503724276212,0.9166499318029363,5.338091791605728,12.333051201664587,0.9045950638802938
Δ (sin − con),0.06180833839534472,0.07044835743024969,0.0010310045817011337,0.06670654337520254,0.1303106655074746,0.002005440657851021
